,sharpe_ratio,mean_ic,ic_ir
price_reversal,0.20866491551559097,0.010502548146664265,0.029628277831200804
volume_price_ratio,0.22034632992684686,0.025466723448890317,0.0905660094852853
volatility_breakout,-0.24510771261116449,0.017652369266955657,0.06987605136061265
